 TimeStamp etaslcore.jointvel.0 etaslcore.jointvel.1 etaslcore.jointvel.2 etaslcore.jointvel.3 etaslcore.jointvel.4 etaslcore.jointvel.5 etaslcore.jointvel.6 etaslcore.tf_pose.0 etaslcore.tf_pose.1 etaslcore.tf_pose.2 etaslcore.tf_pose.3 etaslcore.tf_pose.4 etaslcore.tf_pose.5 etaslcore.path_coordinate.0
 0.00368011  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.0151361  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.0201178  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.0252109  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.0301351  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.0350925  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.0401131  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.0451271  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.0502145  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.0552016  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.0601267  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.0651205  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.070123  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.0751219  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.0802664  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.0851684  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.0901401  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.0951306  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.100118  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.105132  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.110263  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.115245  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.120166  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.125127  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.130125  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.135119  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.140118  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.145239  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.150212  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.155132  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.160123  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.165118  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.170129  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.175288  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.180208  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.185131  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.190123  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.195123  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.200119  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.20526  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.210196  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.215208  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.220127  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.225122  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.230125  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.235261  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.24032  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.245207  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.250137  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.255123  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.260127  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.26512  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.270111  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.275218  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.280158  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.285125  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.290133  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.29512  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.300234  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.305315  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.310212  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.315108  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.320121  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.325121  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.33013  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.335249  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.340204  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.345104  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.350082  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.355081  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.360083  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.365076  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.370191  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.375218  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.380131  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
 0.385122  0 0 0 0 0 0 0  0 0 0 0 0 0  0 
